Time (s),Pressure (Pa)
11.09,94802.99203748241
11.1,95048.29883809926
11.11,95057.0495103883
11.120000000000001,94928.34296366766
11.13,94949.56342873117
11.14,94983.75842921072
11.15,95024.68566686589
11.16,95132.81598965057
11.17,95111.63726010281
11.18,95070.53062006811
11.19,95214.8363465791
11.200000000000001,95215.64311424634
11.21,94851.01323730254
11.22,95114.01882790207
11.23,95097.99160980758
11.24,94958.47054624732
11.25,94978.61319699744
11.26,94912.3984426196
11.27,95069.36368090275
11.28,95007.10383425972
11.290000000000001,95068.71918939232
11.3,95169.84955864405
11.31,95063.50465365652
11.32,95275.79990926923
11.33,95059.38730969567
11.34,95165.88624781017
11.35,95213.77296323737
11.36,95226.92696743055
11.370000000000001,95324.17965838405
11.38,95177.95887123901
11.39,95174.30978655202
11.4,95120.83738647599
11.41,95147.4638278927
11.42,95072.01540405286
11.43,95213.21673650418
11.44,95228.48134250134
11.450000000000001,95261.92391019413
11.46,95100.1374723093
11.47,95208.09864258586
11.48,95048.35260717846
11.49,95389.80140309778
11.5,95278.95455977853
11.51,95195.394185761
11.52,95213.63810342352
11.53,95267.57384736463
11.540000000000001,95389.9366191982
11.55,95330.50552318177
11.56,95267.44322412946
11.57,95323.61887029336
11.58,95376.19684360872
11.59,95471.67823333947
11.6,95520.66046882198
11.61,95483.32834752317
11.620000000000001,95316.42671362135
11.63,95354.71022206139
11.64,95341.22754007453
11.65,95294.39529119417
11.66,95241.04011704287
11.67,95417.76002166497
11.68,95631.60461979418
11.69,95345.22212482787
11.700000000000001,95539.06424789866
11.71,95444.62368798557
11.72,95593.06589432158
11.73,95386.56667258096
11.74,95466.31554221633
11.75,95580.42752328627
11.76,95430.27812593525
11.77,95355.71834747713
11.78,95518.99806302271
11.790000000000001,95609.59923055563
11.8,95266.18596280513
11.81,95546.14023166089
11.82,95368.60479411538
11.83,95633.6925484197
11.84,95633.33496698902
11.85,95478.69132643199
11.86,95562.0086055331
11.870000000000001,95401.87241556289
11.88,95641.92846450178
11.89,95352.17670052886
11.9,95491.60930417594
11.91,95643.832158448
11.92,95382.35472579616
11.93,95583.10907707165
11.94,95531.94361491696
11.950000000000001,95616.42378517851
11.96,95538.96317822248
11.97,95456.29034910853
11.98,95505.85184320342
11.99,95548.31446952034
12.0,95566.28375786281
12.01,95517.0204180597
12.02,95507.36614225648
12.030000000000001,95660.35074789912
12.040000000000001,95721.76749128119
12.05,95807.3836943379
12.06,95693.80304875199
12.07,95675.51165466482
12.08,95604.0697924665
12.09,95669.64673572229
12.1,95576.39142720409
12.11,95622.75756753907
12.120000000000001,95622.9762468249
12.13,95688.00134256542
12.14,95712.35174926119
12.15,95651.48394646046
12.16,95734.16874526562
12.17,95834.46868040186
12.18,95765.85415556263
12.19,95593.76641473726
12.200000000000001,95724.43036727146
12.21,95939.2162344719
12.22,95721.14653737796
12.23,95604.98157626473
12.24,95830.78556550798
12.25,95801.66235080326
12.26,95720.97694652602
12.27,95811.37981701423
12.280000000000001,95745.08341980845
12.290000000000001,95937.39282179804
12.3,95693.91426206219
12.31,95727.4727072908
12.32,95768.95497102894
12.33,95655.06196610408
12.34,95646.9888759426
12.35,95710.17843371697
12.36,95834.3674288545
12.370000000000001,96007.51707650798
12.38,95667.4373490299
12.39,95902.79798762903
12.4,95645.64928502502
12.41,95753.70684053603
12.42,96029.53116314739
12.43,95748.44893152395
12.44,95820.75473381199
12.450000000000001,95934.87191178065
12.46,95800.58431849214
12.47,95928.29785201844
12.48,95970.28109025807
12.49,95780.34804823597
12.5,95881.30058714125
12.51,95841.38891343203
12.52,95789.67839310135
12.530000000000001,95806.26895826783
12.540000000000001,95853.94726694514
12.55,95815.44921717922
12.56,95915.83620137049
12.57,95743.10962977457
12.58,95903.4903517879
12.59,95883.65643708309
12.6,96015.90235772659
12.61,95840.29864729341
12.620000000000001,95885.62454447855
12.63,95863.61710140674
12.64,95771.44764707827
12.65,95891.32918334688
12.66,95904.87864238107
12.67,95852.76717521582
12.68,95932.91516149897
12.69,96097.94766213847
12.700000000000001,96063.46863139441
12.71,96060.33632691012
12.72,96012.60921963683
12.73,95948.50796071066
12.74,96114.07260782273
12.75,96027.2949277423
12.76,96021.31832472453
12.77,95940.07197224822
12.780000000000001,95989.9281429627
12.790000000000001,95911.4451344876
12.8,95962.70966765631
12.81,95999.82646436064
12.82,95941.54064510281
12.83,95902.777491777
12.84,96037.87624344631
12.85,96048.65779099418
12.86,95930.74412118984
12.870000000000001,95910.8364943583
12.88,96042.23259038702
12.89,96102.92908734544
12.9,96087.67489765388
12.91,95806.2314734923
12.92,96098.47521873738
12.93,96045.01757500588
12.94,95832.6422637197
12.950000000000001,96272.39093179343
12.96,95925.8889983225
12.97,96024.29930207391
12.98,96338.13232070446
12.99,96082.2530725
13.0,95979.43689369207
13.01,96206.40946024506
13.02,95965.64921363897
13.030000000000001,96097.83337853898
13.040000000000001,96179.6836187414
13.05,96330.51427199511
13.06,96084.47365648807
13.07,96255.1274666033
13.08,96227.41296137059
13.09,96163.2379514875
13.1,96152.21399126203
13.11,96310.2092232475
13.120000000000001,96208.03994132385
13.13,96280.04504069149
13.14,96164.65033911339
13.15,96464.11352137329
13.16,96302.24720906935
13.17,96222.58422910838
13.18,96180.30954137079
13.19,96313.79013595663
13.200000000000001,96341.19395284653
13.21,96275.26850375373
13.22,96421.65894672227
13.23,96284.06417140641
13.24,96306.23622481643
13.25,96163.6724270127
13.26,96351.28266033957
13.27,96323.41082655526
13.280000000000001,96462.68541645241
13.290000000000001,96286.79647995236
13.3,96354.77243059053
13.31,96271.4692950515
13.32,96400.65877328797
13.33,96244.81019748721
13.34,96382.49926101623
13.35,96153.62302800575
13.36,96449.46665837124
13.370000000000001,96029.30317722113
13.38,96322.93787381066
13.39,96238.03125104704
13.4,96458.04451516557
13.41,96369.44703070018
13.42,96421.8897168928
13.43,96344.63014197977
13.44,96457.53676652517
13.450000000000001,96384.1569993007
13.46,96369.02172704125
13.47,96363.22345180203
13.48,96332.98204038263
13.49,96308.22902176606
13.5,96326.24264414719
13.51,96351.00237062239
13.52,96599.08837775311
13.530000000000001,96429.80984789823
13.540000000000001,96513.86357233793
13.55,96352.95594943974
13.56,96435.25508236769
13.57,96483.5190194205
13.58,96520.6896830811
13.59,96658.50578028974
13.6,96663.13723719334
13.61,96463.65329912753
13.620000000000001,96441.89382956685
13.63,96524.01018674801
13.64,96627.87460684741
13.65,96316.65703028697
13.66,96544.69833316028
13.67,96511.70569552438
13.68,96337.65820754202
13.69,96537.87687461912
13.700000000000001,96555.1268556031
13.71,96478.47480395621
13.72,96487.19140018256
13.73,96487.66363892806
13.74,96518.53083975507
13.75,96652.76291850899
13.76,96669.0044977566
13.77,96703.85440387217
13.780000000000001,96541.28233000386
13.790000000000001,96461.36810263434
13.8,96711.19629140735
13.81,96478.6503312843
13.82,96719.03958718572
13.83,96733.09365382376
13.84,96692.44671339936
13.85,96646.78955233141
13.86,96663.64849538621
13.870000000000001,96743.58646421044
13.88,96802.38197641655
13.89,96594.38909789477
13.9,96635.28144638172
13.91,96655.21644373995
13.92,96767.88542559574
13.93,96908.06344214882
13.94,96958.66237909043
13.950000000000001,96678.7045740691
13.96,96669.25237728575
13.97,96863.43659054642
13.98,96943.30069681074
13.99,96826.58671754728
14.0,96967.74805875479
14.01,96940.90447260566
14.02,96873.64947983553
14.030000000000001,96836.98266088209
14.040000000000001,96834.95004997031
14.05,96802.6261492942
14.06,96825.15335466113
14.07,96898.54824487722
14.08,96856.94231819808
14.09,96794.61734378709
14.1,96878.14207155255
14.11,96781.0572749761
14.120000000000001,96884.6264165019
14.13,96856.87519575052
14.14,96878.55489607736
14.15,96917.45233397078
14.16,97013.8020569721
14.17,97070.91989930876
14.18,96851.67591554765
14.19,97011.96055050296
14.200000000000001,96954.87878412083
14.21,97185.42145127813
14.22,97111.53907312664
14.23,96959.63745262327
14.24,97169.3315227144
14.25,97120.73735921067
14.26,97195.77858095405
14.27,97055.97857626317
14.280000000000001,96968.01857048646
14.290000000000001,97115.82962290461
14.3,97073.03173564732
14.31,97160.83375791865
14.32,97178.64569373667
14.33,97071.43177840434
14.34,97124.07223726627
14.35,97189.85907614417
14.36,97117.54274270874
14.370000000000001,97174.51781137817
14.38,97419.11240255562
14.39,97088.320081529
14.4,97057.09266025708
14.41,97347.798914781
14.42,96984.46120640938
14.43,97255.79078049878
14.44,97161.70814784121
14.450000000000001,97250.46158087539
14.46,97176.9274647699
14.47,97341.02537969698
14.48,97266.33970642365
14.49,97280.61389120836
14.5,97325.37056733687
14.51,97246.32766888254
14.52,97365.35415129166
14.530000000000001,97375.31626966568
14.540000000000001,97612.93622416386
14.55,97500.50616056833
14.56,97358.07730922519
14.57,97385.40337109283
14.58,97412.4740374054
14.59,97511.75413107438
14.6,97427.7504971853
14.61,97444.70164593996
14.620000000000001,97577.9469698287
14.63,97485.49193129786
14.64,97575.38942268913
14.65,97527.53159955937
14.66,97481.47509423834
14.67,97280.94603288222
14.68,97396.35355034133
14.69,97638.66978377185
14.700000000000001,97410.80769403088
14.71,97650.71743700292
14.72,97784.8436449965
14.73,97480.56370909941
14.74,97511.45831351871
14.75,97854.4024448062
14.76,97458.98929125181
14.77,97790.86781542958
14.780000000000001,97804.77078906952
14.790000000000001,97891.94736430368
14.8,97550.42264967605
14.81,97802.55567935623
14.82,97697.45138861139
14.83,97782.40428171106
14.84,97990.4296806641
14.85,97839.34319707494
14.86,97599.60785116872
14.870000000000001,97888.94495126192
14.88,97678.60440837832
14.89,97819.0709816595
14.9,97792.25298655352
14.91,98029.26411138657
14.92,98113.94796137401
14.93,98064.00500993012
14.94,97976.90269072622
14.950000000000001,97976.64401896478
14.96,97844.90671411292
14.97,97947.8387119224
14.98,98122.68616541618
14.99,98068.6155781206
15.0,97931.73614192904
15.01,97925.48108215706
15.02,98260.08777593634
15.030000000000001,98182.54952632135
15.040000000000001,98042.76529523678
15.05,97977.14025301344
15.06,98190.01605460876
15.07,97974.66778493728
15.08,98096.43489687394
15.09,98181.28442924355
15.1,98261.33762513654
15.11,98059.9686685619
15.120000000000001,98058.19250619583
15.13,98224.31256365225
15.14,98252.68421319638
15.15,98184.21962791143
15.16,98094.51548671034
15.17,98251.76039648507
15.18,98417.65455763308
15.19,98221.42695918257
15.200000000000001,98258.0753297717
15.21,98269.46007063349
15.22,98397.7208223376
15.23,98348.92966084371
15.24,98281.10291110951
15.25,98318.47311477765
15.26,98408.91917643303
15.27,98347.94511576301
15.280000000000001,98239.90246260462
15.290000000000001,98424.42378530446
15.3,98519.01400862659
15.31,98444.1263367681
15.32,98420.09779252144
15.33,98555.58975929764
15.34,98255.40320845699
15.35,98683.3529071163
15.36,98502.03586665844
15.370000000000001,98583.032627563
15.38,98681.7116831427
15.39,98510.98239815119
15.4,98724.73089103212
15.41,98720.9529111604
15.42,98534.59018935158
15.43,98575.82830646755
15.44,99020.0977142763
15.450000000000001,98776.35677477377
15.46,98736.38962455714
15.47,98718.28705094618
15.48,98483.13521280196
15.49,98604.69876741747
15.5,98650.53103315397
15.51,98620.91805185654
15.52,98794.65322456157
15.530000000000001,98986.90801481801
15.540000000000001,98746.79619171945
15.55,98948.84617623946
15.56,98680.18671684973
15.57,98818.03357023702
15.58,98817.81020649357
15.59,98954.57393805566
15.6,99048.18956284651
15.610000000000001,99001.92652056162
15.620000000000001,98917.86432849673
15.63,99016.69400146391
15.64,99001.6329029188
15.65,98970.36974951788
15.66,99029.22606793014
15.67,99034.57727799748
15.68,98996.93795390894
15.69,99073.30218561876
15.700000000000001,98986.40757038057
15.71,99153.60190377933
15.72,98894.40165677202
15.73,99172.22077285948
15.74,98943.87284848388
15.75,99104.6275250853
15.76,99083.09580003304
15.77,99058.84407313087
15.780000000000001,99328.75296407429
15.790000000000001,99152.25013228013
15.8,99070.39363200987
15.81,99240.82970802774
15.82,99118.38712950802
15.83,99385.06770710432
15.84,99261.52257808633
15.85,99342.89751761164
15.860000000000001,99224.13205928588
15.870000000000001,99339.93129183151
15.88,99268.95415700342
15.89,99389.6333479748
15.9,99415.01155557127
15.91,99311.87399351699
15.92,99315.61050820418
15.93,99347.92748051761
15.94,99382.92579585861
15.950000000000001,99452.7453474729
15.96,99448.38700972778
15.97,99546.45635761872
15.98,99364.37292714811
15.99,99575.1471635164
