Time (s),Temperature (C)
10.88,3.768607019728785
10.89,4.725815753649361
10.9,3.216624837229144
10.91,2.462169381097901
10.92,4.3862485920543595
10.93,3.2647142739939543
10.94,2.2410463450723643
10.950000000000001,4.147887787247422
10.96,3.5868110786735414
10.97,3.6894962752736493
10.98,3.2471528144127166
10.99,5.295108927456864
11.0,2.7592536245207953
11.01,3.455480746247872
11.02,3.6089525479514144
11.03,4.961616290193573
11.040000000000001,4.547080917250854
11.05,4.556207266535159
11.06,4.661063342642278
11.07,3.856142193473559
11.08,3.2354484357493067
11.09,6.230231223288785
11.1,3.3897283619641705
11.11,3.205177924667595
11.120000000000001,3.926823801192471
11.13,4.577871261865088
11.14,6.358864536876643
11.15,5.571996536133094
11.16,2.2272919988992896
11.17,4.419268256158354
11.18,4.675471251497051
11.19,3.3380165412287184
11.200000000000001,3.4559655559833597
11.21,3.5871419039044987
11.22,2.7015486476818573
11.23,2.700535089261816
11.24,2.773046720249125
11.25,3.6744397279471297
11.26,4.5234632325313004
11.27,3.231202551270332
11.28,6.035498317548605
11.290000000000001,4.038028823952542
11.3,6.670471496266158
11.31,2.30455689702638
11.32,4.07784290974743
11.33,4.328775836202853
11.34,3.0983634334347983
11.35,4.543475924769153
11.36,4.756199746370086
11.370000000000001,3.3119879072665324
11.38,4.64615343438409
11.39,5.755536616196316
11.4,6.1189491078776435
11.41,4.878704009409359
11.42,5.352847059765624
11.43,5.3567832699785
11.44,3.778262448425785
11.450000000000001,5.471544882055046
11.46,7.081355170558934
11.47,5.704079027721887
11.48,5.304110182143713
11.49,4.959055476482574
11.5,7.401410936331789
11.51,6.226021578339559
11.52,5.687567863346937
11.53,4.937861664294246
11.540000000000001,4.790816045092786
11.55,5.617557793457294
11.56,4.496067345014115
11.57,6.334594520111873
11.58,6.181558135341964
11.59,6.66908605650911
11.6,5.380891415617887
11.61,5.851073055834508
11.620000000000001,5.90475390299814
11.63,4.780889998052389
11.64,5.201509918243072
11.65,5.148846854246912
11.66,4.614287335297069
11.67,6.010080362259556
11.68,5.39544805167778
11.69,6.077326221445597
11.700000000000001,7.310107806500399
11.71,7.573432859168701
11.72,5.931689654600081
11.73,5.429116241039631
11.74,7.26561765468186
11.75,7.2254186784536625
11.76,6.8698468343847985
11.77,3.8483601097502422
11.78,7.988233825318009
11.790000000000001,6.073098074036942
11.8,7.672707887596731
11.81,6.028774773607946
11.82,6.642501539785091
11.83,8.129993423701642
11.84,7.292077434504348
11.85,8.603264661741113
11.86,6.127798982424709
11.870000000000001,7.622990667723908
11.88,8.397477816311245
11.89,6.712593191252507
11.9,8.350433126221906
11.91,8.579871450563589
11.92,7.675537651555032
11.93,7.176321633773696
11.94,6.920984956758236
11.950000000000001,6.481118952172427
11.96,8.416922981409948
11.97,6.8413010304922235
11.98,6.540153559451436
11.99,8.978552958208063
12.0,9.297410364556187
12.01,9.060413318939846
12.02,6.250641432839929
12.030000000000001,8.473914385337558
12.040000000000001,7.65951015097145
12.05,10.114832276828107
12.06,8.443280492821815
12.07,7.88229226894792
12.08,9.20040667750935
12.09,6.95475335970033
12.1,8.623993585149325
12.11,7.788669431237386
12.120000000000001,8.7868848059399
12.13,10.425581691349477
12.14,8.746598488480025
12.15,10.538670820426116
12.16,9.953742799771476
12.17,9.88098174451259
12.18,9.611920498416092
12.19,9.818697855911317
12.200000000000001,9.276417099579298
12.21,9.494602840506662
12.22,9.29191465929958
12.23,11.755366914569803
12.24,9.497574422922389
12.25,10.055900512162388
12.26,9.55335627278846
12.27,9.412436660960642
12.280000000000001,10.324902998970343
12.290000000000001,11.992771024752889
12.3,8.807064171337025
12.31,9.983384675924313
12.32,9.966398474713294
12.33,9.406414482457562
12.34,10.136071960013217
12.35,13.13306086634117
12.36,10.646432494284188
12.370000000000001,10.101334792687595
12.38,11.161539958289984
12.39,10.408125545532068
12.4,10.10725490731974
12.41,11.63915881920138
12.42,10.103821268723841
12.43,10.18025146827382
12.44,10.782592236426622
12.450000000000001,12.49082383597826
12.46,11.00780524091071
12.47,11.55147263690473
12.48,11.784299086761912
12.49,12.060140523835
12.5,10.45894322575939
12.51,12.48765843327544
12.52,12.693918511802536
12.530000000000001,11.008079124967825
12.540000000000001,10.837200265807025
12.55,11.248997234903937
12.56,11.66581483088938
12.57,11.86697690448705
12.58,12.961711613252419
12.59,11.62778710123056
12.6,10.137140828081863
12.61,12.821208174431986
12.620000000000001,11.64008372332862
12.63,12.057364393806878
12.64,12.992025056397686
12.65,13.024376458668284
12.66,13.571748345989961
12.67,11.948514710116443
12.68,13.987429527435385
12.69,14.080537750323401
12.700000000000001,12.874091950113026
12.71,12.024318093090253
12.72,13.784300347391975
12.73,12.544221200681637
12.74,14.313605400252793
12.75,11.845791809563966
12.76,12.287732626390634
12.77,12.763452009090999
12.780000000000001,14.417730086029911
12.790000000000001,14.808012225363306
12.8,15.351873993595593
12.81,12.08496248633087
12.82,11.694476487225478
12.83,14.813330908065756
12.84,12.196203901866092
12.85,13.06360669282737
12.86,13.267088458672106
12.870000000000001,12.626402254113922
12.88,13.973072461732228
12.89,14.667223766903335
12.9,14.688541212775174
12.91,12.19554257568473
12.92,15.324578624586495
12.93,12.643701575075132
12.94,14.769868255585708
12.950000000000001,14.523268521098249
12.96,14.928305451138108
12.97,15.53456775457476
12.98,15.078192849848337
12.99,12.503546725906146
13.0,14.982089025276442
13.01,15.63450793772732
13.02,13.641644436208576
13.030000000000001,14.90066651314167
13.040000000000001,15.076164227332017
13.05,15.852359989666338
13.06,14.869626618949841
13.07,17.34307081029809
13.08,15.559789282972403
13.09,15.633620060651277
13.1,15.066294736918495
13.11,13.017017931111095
13.120000000000001,15.970517319804049
13.13,15.455664872048239
13.14,16.585335544345646
13.15,17.717967791179362
13.16,15.884094315842143
13.17,17.55633663667832
13.18,15.669375247445952
13.19,14.55079484479661
13.200000000000001,15.917692537843012
13.21,15.810014554714146
13.22,18.347287310870616
13.23,16.54039092627144
13.24,16.142336913297076
13.25,17.9032011882188
13.26,15.713356762999743
13.27,16.56137075883254
13.280000000000001,16.265813289246516
13.290000000000001,18.04141533329808
13.3,15.881283270479349
13.31,17.394767029682207
13.32,15.73769041985326
13.33,18.130545710114124
13.34,15.420124351444404
13.35,17.81559388783787
13.36,18.34075626391703
13.370000000000001,15.89093643281493
13.38,17.112073902570515
13.39,15.43185131941389
13.4,17.53791174465728
13.41,18.852799882852914
13.42,17.45366679902991
13.43,18.04897082221281
13.44,17.74897543670703
13.450000000000001,17.289187823808813
13.46,18.020781832750206
13.47,18.142219115510585
13.48,16.284244035722935
13.49,17.868136776054595
13.5,18.15239632596466
13.51,17.505539353525105
13.52,18.748246460344
13.530000000000001,18.362619938495094
13.540000000000001,18.55946195491147
13.55,17.100694275756084
13.56,18.293876027251
13.57,20.07136327933754
13.58,19.345447217589168
13.59,18.517175368556266
13.6,17.622953216751092
13.61,19.16318940747243
13.620000000000001,18.34916402461358
13.63,18.858447979834395
13.64,18.834284671135045
13.65,18.68160941909875
13.66,18.072470316260162
13.67,19.507537561376246
13.68,18.317242835310203
13.69,19.209823035244057
13.700000000000001,20.210085700635517
13.71,18.794964107871728
13.72,20.160409165316388
13.73,17.481131609733136
13.74,19.349290487081788
13.75,18.58646360430439
13.76,19.485424800344596
13.77,18.139898723399472
13.780000000000001,18.732840281062376
13.790000000000001,19.95900552730692
13.8,18.192999566988654
13.81,17.978814672470293
13.82,16.61340991723712
13.83,20.417904215387484
13.84,18.457604467282778
13.85,19.378417489524786
13.86,17.5855584810404
13.870000000000001,19.134528221994906
13.88,20.240516448921998
13.89,19.99366315469233
13.9,20.47435975307812
13.91,20.16379639659931
13.92,20.081505840217346
13.93,19.994220034535548
13.94,17.463672363405113
13.950000000000001,19.560971175180505
13.96,20.280116075207722
13.97,20.208963408576636
13.98,19.5353358530046
13.99,21.434883174318298
